comparison,degradation,metric,ours,baseline,delta_improvement,bootstrap_mean,ci_low,ci_high,significant,raw_p,fdr_q,significant_raw,significant_fdr,scope,sample_count
Ours_vs_PromptIR,inpainting,SSIM,0.9737517468165606,0.975919722346589,-0.002167975530028343,-0.0021703366893110797,-0.0024280223879031837,-0.0019202503201086075,False,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,inpainting,LPIPS,0.09138968618572108,0.08135907411633525,-0.010030612069385825,-0.010035674741648471,-0.011759989890106227,-0.008325947463254125,False,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,inpainting,Top1,0.91796875,0.9140625,0.00390625,0.004184375,-0.01953125,0.03125,False,0.8612,0.8970833333333333,False,False,source,10000
Ours_vs_PromptIR,inpainting,Cosine,0.9978094978723675,0.9978916267864406,-8.212891407310963e-05,-7.794680469669402e-05,-0.00039911401690915225,0.00022772614611312727,False,0.5774,0.6463432835820896,False,False,source,10000
Ours_vs_PromptIR,inpainting,Margin,0.005907365819439292,0.006391521543264389,-0.0004841557238250971,-0.00047474222362507137,-0.0012925857503432781,7.813313277438279e-05,False,0.1266,0.16657894736842105,False,False,source,10000
Ours_vs_PromptIR,lowlight,PSNR,29.659422558888494,23.594390193118123,6.065032365770371,6.059500293376918,5.34911213473818,6.788900820339818,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,lowlight,SSIM,0.9737291198689491,0.9476408399641514,0.026088279904797673,0.02603800551320892,0.02113007860025391,0.0312492688302882,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,lowlight,LPIPS,0.13351342832902446,0.1491648418814293,0.015651413552404847,0.015605261689279724,0.01000090950910817,0.02126106703617552,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,lowlight,Top1,0.6171875,0.46484375,0.15234375,0.15245234375,0.08203125,0.22265625,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,lowlight,Cosine,0.9859480918385088,0.9589773878105916,0.026970704027917236,0.026953297370229848,0.015328556299209595,0.04057436288130702,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,lowlight,Margin,-0.003520361613482237,-0.027299503970425576,0.02377914235694334,0.023755294646136463,0.012920769472839311,0.036929684998176525,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,noise,PSNR,27.810380263288167,27.78799082092212,0.02238944236604823,0.022152734503653383,-0.013063061839987497,0.056878080246082964,False,0.207,0.25875,False,False,source,10000
Ours_vs_PromptIR,noise,SSIM,0.9439547334332019,0.9438767966348678,7.79367983341217e-05,7.613409955520182e-05,-0.00035954765044152734,0.0005093652231153101,False,0.7276,0.7795714285714286,False,False,source,10000
Ours_vs_PromptIR,noise,LPIPS,0.15897299157222733,0.16805071194539778,0.00907772037317045,0.009079332464080653,0.006530955897687818,0.011611733941026613,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,noise,Top1,0.87109375,0.76953125,0.1015625,0.101422265625,0.0625,0.14453125,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,noise,Cosine,0.9974384419620037,0.99487095605582,0.0025674859061837196,0.0025586224984144794,0.0010961953725200147,0.004318217030959201,True,0.0004,0.0008108108108108109,True,True,source,10000
Ours_vs_PromptIR,noise,Margin,0.006215870846062899,0.0037447672802954912,0.0024711035657674074,0.0024508069063536825,0.0007710673031397164,0.00470189056941308,True,0.0014,0.0025609756097560977,True,True,source,10000
Ours_vs_PromptIR,rain,PSNR,33.83499704954525,32.83704239436133,0.9979546551839178,0.9962647736369856,0.780607952200197,1.2084728171302135,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,rain,SSIM,0.9810457413550466,0.9755388556513935,0.005506885703653097,0.005494004150410183,0.00356520043569617,0.007865269557805732,True,0.0,0.0,True,True,source,10000
